measure_env	evolution_env	replicate	transfer	ciliate_per_ml
bact_pred_strep	bact	B	12	22361
bact_pred_strep	bact	C	12	6277
bact_pred_strep	bact	D	12	11377
bact_pred_strep	bact	E	12	9807
bact_pred_strep	bact	F	12	9415
bact_pred_strep	bact_strep	A	12	9023
bact_pred_strep	bact_strep	B	12	9023
bact_pred_strep	bact_strep	C	12	9807
bact_pred_strep	bact_strep	D	12	6669
bact_pred_strep	bact_strep	E	12	6669
bact_pred_strep	bact_strep	F	12	10200
bact_pred_strep	bact_pred	A	12	4708
bact_pred_strep	bact_pred	B	12	7061
bact_pred_strep	bact_pred	C	12	7454
bact_pred_strep	bact_pred	D	12	9415
bact_pred_strep	bact_pred	E	12	3531
bact_pred_strep	bact_pred	F	12	7846
bact_pred_strep	bact_pred_strep	A	12	5884
bact_pred_strep	bact_pred_strep	B	12	5100
bact_pred_strep	bact_pred_strep	C	12	11377
bact_pred_strep	bact_pred_strep	D	12	4315
bact_pred_strep	bact_pred_strep	E	12	7061
bact_pred_strep	bact_pred_strep	F	12	7061
